label,signature,size,depth,lugs,staveOption,hoopType,hardwareColor,scorchDepth,movement,spread,firstHit,firstHitScore,underTheHands,underTheHandsScore,fromTheBench,fromTheBenchScore,digest,attack,brightness,projection,sustain,warmth,sensitivity,control,attackDelta,brightnessDelta,projectionDelta,sustainDelta,warmthDelta,sensitivityDelta,controlDelta,playingSituation,feelReadText,highlightedCharacteristics
12x8.0 • 8 lugs • 16 - 10mm • Triple Flange • Brass/Gold • Medium Torch,12|8.0|8|16 - 10mm|Triple Flange|Brass/Gold|Medium Torch,12,8.0,8,16 - 10mm,Triple Flange,Brass/Gold,Medium Torch,2.45,1,"Warm, deep settled center",2.431,Rounded body with a clear start,1.7855,Body that blooms outward,1.9123,simple:warm-deep-settled-center > shaped:rounded-body-clear-start > complex:body-blooms-outward,4.97,4.88,5.48,5.68,5.85,4.85,4.86,-0.03,-0.12,0.48,0.68,0.85,-0.15,-0.14,"A fuller Heritage read with broader body, deeper bloom, and a more grounded voice in the room.","A seasoned, richer Heritage presentation with a balanced TorchTuned posture, while keeping the emphasis on body, weight, and shell character.","Warmer and more body-forward than the benchmark Heritage build; a longer, broader note bloom; a darker, drier top edge is balanced by classic Triple Flange openness; Triple Flange hoops preserve more of the line’s native openness."
12x8.0 • 8 lugs • 16 - 10mm • Triple Flange • Brass/Gold • Blackened,12|8.0|8|16 - 10mm|Triple Flange|Brass/Gold|Blackened,12,8.0,8,16 - 10mm,Triple Flange,Brass/Gold,Blackened,2.42,1.08,"Warm, deep settled center",1.961,Grounded body with directed carry,1.5205,Body that blooms outward,1.4674,simple:warm-deep-settled-center > shaped:grounded-body-directed-carry > complex:body-blooms-outward,5.15,4.76,5.37,5.42,5.69,4.61,5.16,0.15,-0.24,0.37,0.42,0.69,-0.39,0.16,"A compact, TorchTuned Heritage read: still lively from the smaller shell, but darker and more settled than the same build in a lighter finish.","A darker, richer Heritage presentation with a stronger TorchTuned imprint that favors firmer note control, slightly lower sensitivity, and a more unified shell response under heavier treatment, while keeping the shell-first balance intact.",Warmer and more body-forward than the benchmark Heritage build; Triple Flange hoops preserve more of the line’s native openness.
12x8.0 • 8 lugs • 16 - 10mm • Die-Cast • Chrome • Light Torch,12|8.0|8|16 - 10mm|Die-Cast|Chrome|Light Torch,12,8.0,8,16 - 10mm,Die-Cast,Chrome,Light Torch,2.54,0.92,"Warm, deep settled center",1.994,Grounded body with directed carry,1.917,"Wide, open Heritage bloom",1.786,simple:warm-deep-settled-center > shaped:grounded-body-directed-carry > complex:wide-open-heritage-bloom,5.12,5.24,5.78,5.63,5.61,4.86,5.02,0.12,0.24,0.78,0.63,0.61,-0.14,0.02,"A focused-but-open Heritage read: the die-cast hoops tighten the rim response, while the lighter TorchTune finish keeps more touch, air, and upper-shell liveliness in the voice.","A cleaner, classic Heritage presentation with a lighter TorchTuned imprint that preserves more openness, touch response, and a slightly freer shell reaction, while keeping the shell-first balance intact.",Warmer and more body-forward than the benchmark Heritage build; stronger outward throw; Light Torch keeps more touch and liveliness while the die-cast hoops add rim focus; Die-Cast hoops add focus and containment.
12x8.0 • 8 lugs • 16 - 10mm • Die-Cast • Chrome • Medium Torch,12|8.0|8|16 - 10mm|Die-Cast|Chrome|Medium Torch,12,8.0,8,16 - 10mm,Die-Cast,Chrome,Medium Torch,2.79,1.07,"Warm, deep settled center",1.916,Grounded body with directed carry,2.1585,Body that blooms outward,1.4644,simple:warm-deep-settled-center > shaped:grounded-body-directed-carry > complex:body-blooms-outward,5.3,5.06,5.67,5.37,5.69,4.62,5.32,0.3,0.06,0.67,0.37,0.69,-0.38,0.32,"A deeper focused Heritage read with stronger room throw, firmer note shape, and a more controlled bloom than the open triple-flange version.","A seasoned, classic Heritage presentation with a balanced TorchTuned posture, while keeping the shell-first balance intact.",Warmer and more body-forward than the benchmark Heritage build; stronger outward throw; Die-Cast hoops add focus and containment.
12x8.0 • 8 lugs • 16 - 10mm • Die-Cast • Chrome • Blackened,12|8.0|8|16 - 10mm|Die-Cast|Chrome|Blackened,12,8.0,8,16 - 10mm,Die-Cast,Chrome,Blackened,2.88,1.24,Focused throw with clean shape,1.553,Grounded body with directed carry,2.11,"Dark, contained shell shape",2.421,simple:focused-throw-clean-shape > shaped:grounded-body-directed-carry > complex:dark-contained-shell-shape,5.48,4.99,5.56,5.11,5.48,4.38,5.62,0.48,-0.01,0.56,0.11,0.48,-0.62,0.62,"A more TorchTuned-forward Heritage read, where the heavier scorch treatment adds a firmer center, slightly tighter bloom, and a more settled shell response.","A darker, classic Heritage presentation with a stronger TorchTuned imprint that favors firmer note control, slightly lower sensitivity, and a more unified shell response under heavier treatment, while keeping the shell centered and composed.",Noticeably shifted away from the benchmark Heritage center; the Blackened finish pushes the read toward stronger control and a more disciplined shell response; touch sensitivity is traded for a more locked-in note center; Die-Cast hoops add focus and containment.
12x8.0 • 8 lugs • 16 - 10mm • Die-Cast • Black Nickel • Light Torch,12|8.0|8|16 - 10mm|Die-Cast|Black Nickel|Light Torch,12,8.0,8,16 - 10mm,Die-Cast,Black Nickel,Light Torch,2.54,0.92,"Warm, deep settled center",1.994,Grounded body with directed carry,1.917,"Wide, open Heritage bloom",1.786,simple:warm-deep-settled-center > shaped:grounded-body-directed-carry > complex:wide-open-heritage-bloom,5.12,5.24,5.78,5.63,5.61,4.86,5.02,0.12,0.24,0.78,0.63,0.61,-0.14,0.02,"A focused-but-open Heritage read: the die-cast hoops tighten the rim response, while the lighter TorchTune finish keeps more touch, air, and upper-shell liveliness in the voice.","A cleaner, slightly more modern Heritage presentation with a lighter TorchTuned imprint that preserves more openness, touch response, and a slightly freer shell reaction, while keeping the shell-first balance intact.",Warmer and more body-forward than the benchmark Heritage build; stronger outward throw; Light Torch keeps more touch and liveliness while the die-cast hoops add rim focus; Die-Cast hoops add focus and containment.
12x8.0 • 8 lugs • 16 - 10mm • Die-Cast • Black Nickel • Medium Torch,12|8.0|8|16 - 10mm|Die-Cast|Black Nickel|Medium Torch,12,8.0,8,16 - 10mm,Die-Cast,Black Nickel,Medium Torch,2.79,1.07,"Warm, deep settled center",1.916,Grounded body with directed carry,2.1585,Body that blooms outward,1.4644,simple:warm-deep-settled-center > shaped:grounded-body-directed-carry > complex:body-blooms-outward,5.3,5.06,5.67,5.37,5.69,4.62,5.32,0.3,0.06,0.67,0.37,0.69,-0.38,0.32,"A deeper focused Heritage read with stronger room throw, firmer note shape, and a more controlled bloom than the open triple-flange version.","A seasoned, slightly more modern Heritage presentation with a balanced TorchTuned posture, while keeping the shell-first balance intact.",Warmer and more body-forward than the benchmark Heritage build; stronger outward throw; Die-Cast hoops add focus and containment.
12x8.0 • 8 lugs • 16 - 10mm • Die-Cast • Black Nickel • Blackened,12|8.0|8|16 - 10mm|Die-Cast|Black Nickel|Blackened,12,8.0,8,16 - 10mm,Die-Cast,Black Nickel,Blackened,2.88,1.24,Focused throw with clean shape,1.553,Grounded body with directed carry,2.11,"Dark, contained shell shape",2.421,simple:focused-throw-clean-shape > shaped:grounded-body-directed-carry > complex:dark-contained-shell-shape,5.48,4.99,5.56,5.11,5.48,4.38,5.62,0.48,-0.01,0.56,0.11,0.48,-0.62,0.62,"A more TorchTuned-forward Heritage read, where the heavier scorch treatment adds a firmer center, slightly tighter bloom, and a more settled shell response.","A darker, slightly more modern Heritage presentation with a stronger TorchTuned imprint that favors firmer note control, slightly lower sensitivity, and a more unified shell response under heavier treatment, while keeping the shell centered and composed.",Noticeably shifted away from the benchmark Heritage center; the Blackened finish pushes the read toward stronger control and a more disciplined shell response; touch sensitivity is traded for a more locked-in note center; Die-Cast hoops add focus and containment.
12x8.0 • 8 lugs • 16 - 10mm • Die-Cast • Brass/Gold • Light Torch,12|8.0|8|16 - 10mm|Die-Cast|Brass/Gold|Light Torch,12,8.0,8,16 - 10mm,Die-Cast,Brass/Gold,Light Torch,2.54,0.92,"Warm, deep settled center",1.994,Grounded body with directed carry,1.917,"Wide, open Heritage bloom",1.786,simple:warm-deep-settled-center > shaped:grounded-body-directed-carry > complex:wide-open-heritage-bloom,5.12,5.24,5.78,5.63,5.61,4.86,5.02,0.12,0.24,0.78,0.63,0.61,-0.14,0.02,"A focused-but-open Heritage read: the die-cast hoops tighten the rim response, while the lighter TorchTune finish keeps more touch, air, and upper-shell liveliness in the voice.","A cleaner, richer Heritage presentation with a lighter TorchTuned imprint that preserves more openness, touch response, and a slightly freer shell reaction, while keeping the shell-first balance intact.",Warmer and more body-forward than the benchmark Heritage build; stronger outward throw; Light Torch keeps more touch and liveliness while the die-cast hoops add rim focus; Die-Cast hoops add focus and containment.
12x8.0 • 8 lugs • 16 - 10mm • Die-Cast • Brass/Gold • Medium Torch,12|8.0|8|16 - 10mm|Die-Cast|Brass/Gold|Medium Torch,12,8.0,8,16 - 10mm,Die-Cast,Brass/Gold,Medium Torch,2.79,1.07,"Warm, deep settled center",1.916,Grounded body with directed carry,2.1585,Body that blooms outward,1.4644,simple:warm-deep-settled-center > shaped:grounded-body-directed-carry > complex:body-blooms-outward,5.3,5.06,5.67,5.37,5.69,4.62,5.32,0.3,0.06,0.67,0.37,0.69,-0.38,0.32,"A deeper focused Heritage read with stronger room throw, firmer note shape, and a more controlled bloom than the open triple-flange version.","A seasoned, richer Heritage presentation with a balanced TorchTuned posture, while keeping the shell-first balance intact.",Warmer and more body-forward than the benchmark Heritage build; stronger outward throw; Die-Cast hoops add focus and containment.
12x8.0 • 8 lugs • 16 - 10mm • Die-Cast • Brass/Gold • Blackened,12|8.0|8|16 - 10mm|Die-Cast|Brass/Gold|Blackened,12,8.0,8,16 - 10mm,Die-Cast,Brass/Gold,Blackened,2.88,1.24,Focused throw with clean shape,1.553,Grounded body with directed carry,2.11,"Dark, contained shell shape",2.421,simple:focused-throw-clean-shape > shaped:grounded-body-directed-carry > complex:dark-contained-shell-shape,5.48,4.99,5.56,5.11,5.48,4.38,5.62,0.48,-0.01,0.56,0.11,0.48,-0.62,0.62,"A more TorchTuned-forward Heritage read, where the heavier scorch treatment adds a firmer center, slightly tighter bloom, and a more settled shell response.","A darker, richer Heritage presentation with a stronger TorchTuned imprint that favors firmer note control, slightly lower sensitivity, and a more unified shell response under heavier treatment, while keeping the shell centered and composed.",Noticeably shifted away from the benchmark Heritage center; the Blackened finish pushes the read toward stronger control and a more disciplined shell response; touch sensitivity is traded for a more locked-in note center; Die-Cast hoops add focus and containment.
13x5.0 • 8 lugs • 16 - 10mm • Triple Flange • Chrome • Light Torch,13|5.0|8|16 - 10mm|Triple Flange|Chrome|Light Torch,13,5.0,8,16 - 10mm,Triple Flange,Chrome,Light Torch,2.04,1.01,"Compact, quick, lean response",1.7395,"Expressive, blooming response",,Balanced Heritage center,,simple:compact-quick-lean-response > shaped:expressive-blooming-response > complex:balanced-heritage-center,5.23,5.52,5.14,4.94,4.51,5.31,4.71,0.23,0.52,0.14,-0.06,-0.49,0.31,-0.29,"A more open Heritage read, where the lighter torch treatment preserves extra liveliness, touch response, and a slightly freer bloom through the shell.","A cleaner, classic Heritage presentation with a lighter TorchTuned imprint that preserves more openness, touch response, and a slightly freer shell reaction, while keeping the shell-first balance intact.",Close to the benchmark Heritage warmth posture; the lighter TorchTune finish preserves more touch response and a freer shell reaction; Triple Flange hoops preserve more of the line’s native openness.
13x5.0 • 8 lugs • 16 - 10mm • Triple Flange • Chrome • Medium Torch,13|5.0|8|16 - 10mm|Triple Flange|Chrome|Medium Torch,13,5.0,8,16 - 10mm,Triple Flange,Chrome,Medium Torch,1.59,0.82,"Compact, quick, lean response",1.5835,"Fast, disciplined touch response",0.619,Shorter note with firm response,0.6745,simple:compact-quick-lean-response > shaped:fast-disciplined-touch-response > complex:shorter-note-firm-response,5.41,5.34,5.03,4.68,4.59,5.07,5.01,0.41,0.34,0.03,-0.32,-0.41,0.07,0.01,"A balanced Heritage read with natural openness, grounded body, and classic shell-first response.","A seasoned, classic Heritage presentation with a balanced TorchTuned posture, while keeping the shell-first balance intact.",Close to the benchmark Heritage warmth posture; the Medium Torch benchmark keeps the line centered between openness and control; Triple Flange hoops preserve more of the line’s native openness.
13x5.0 • 8 lugs • 16 - 10mm • Triple Flange • Chrome • Blackened,13|5.0|8|16 - 10mm|Triple Flange|Chrome|Blackened,13,5.0,8,16 - 10mm,Triple Flange,Chrome,Blackened,2.22,1.17,"Compact, quick, lean response",1.5605,"Fast, disciplined touch response",0.981,Shorter note with firm response,1.577,simple:compact-quick-lean-response > shaped:fast-disciplined-touch-response > complex:shorter-note-firm-response,5.59,5.16,4.92,4.42,4.67,4.83,5.31,0.59,0.16,-0.08,-0.58,-0.33,-0.17,0.31,"A compact, TorchTuned Heritage read: still lively from the smaller shell, but darker and more settled than the same build in a lighter finish.","A darker, classic Heritage presentation with a stronger TorchTuned imprint that favors firmer note control, slightly lower sensitivity, and a more unified shell response under heavier treatment, while keeping the shell-first balance intact.",Noticeably shifted away from the benchmark Heritage center; the Blackened finish adds a more contained center and slightly firmer shell behavior; Triple Flange hoops preserve more of the line’s native openness.
13x5.0 • 8 lugs • 16 - 10mm • Triple Flange • Black Nickel • Light Torch,13|5.0|8|16 - 10mm|Triple Flange|Black Nickel|Light Torch,13,5.0,8,16 - 10mm,Triple Flange,Black Nickel,Light Torch,2.04,1.01,"Compact, quick, lean response",1.7395,"Expressive, blooming response",,Balanced Heritage center,,simple:compact-quick-lean-response > shaped:expressive-blooming-response > complex:balanced-heritage-center,5.23,5.52,5.14,4.94,4.51,5.31,4.71,0.23,0.52,0.14,-0.06,-0.49,0.31,-0.29,"A more open Heritage read, where the lighter torch treatment preserves extra liveliness, touch response, and a slightly freer bloom through the shell.","A cleaner, slightly more modern Heritage presentation with a lighter TorchTuned imprint that preserves more openness, touch response, and a slightly freer shell reaction, while keeping the shell-first balance intact.",Close to the benchmark Heritage warmth posture; the lighter TorchTune finish preserves more touch response and a freer shell reaction; Triple Flange hoops preserve more of the line’s native openness.
