company,line,model,size,family,construction,material1,material2,thickness,bearingEdge,hoop,lugs,confidence,missing,id
DW / PDP,DW Historical / Discontinued,DW Eco-X Bamboo/Birch 14x5.5,14x5.5,wood,Ply,Bamboo,,MISSING,MISSING,Triple-flanged,10,medium,"shellThickness, bearingEdgeOrFallback",dw-pdp_dw-historical-discontinued_dw-eco-x-bamboo-birch-14x5-5_14x5-5_ply_bamboo_lacquer-natural-varies_triple-flanged_afc92df0
DW / PDP,DW Historical / Discontinued,DW Eco-X Bamboo/Birch 14x6.5,14x6.5,wood,Ply,Bamboo,,MISSING,MISSING,Triple-flanged,10,medium,"shellThickness, bearingEdgeOrFallback",dw-pdp_dw-historical-discontinued_dw-eco-x-bamboo-birch-14x6-5_14x6-5_ply_bamboo_lacquer-natural-varies_triple-flanged_6a8057b4
DW / PDP,DW Historical / Discontinued,DW Jazz Series Maple/Gum 14x5.5,14x5.5,wood,Ply,Maple,,MISSING,Roundover/vintage-style estimated,Triple-flanged,10,medium,shellThickness,dw-pdp_dw-historical-discontinued_dw-jazz-series-maple-gum-14x5-5_14x5-5_ply_maple_roundover-vintage-style-estimated_lac_aa3ea5b8
DW / PDP,DW Historical / Discontinued,DW Maple 10+6 14x6,14x6,wood,Ply,Maple,,MISSING,MISSING,Triple-flanged,10,medium,"shellThickness, bearingEdgeOrFallback",dw-pdp_dw-historical-discontinued_dw-maple-10-6-14x6_14x6_ply_maple_lacquer-natural-varies_triple-flanged_31bca584
DW / PDP,DW Historical / Discontinued,DW Neil Peart R40 Icon Snare 14x6.5,14x6.5,wood,Ply,Maple,,MISSING,MISSING,Triple-flanged,10,medium,"shellThickness, bearingEdgeOrFallback",dw-pdp_dw-historical-discontinued_dw-neil-peart-r40-icon-snare-14x6-5_14x6-5_ply_maple_lacquer-natural-varies_triple-fla_caab5483
DW / PDP,DW Historical / Discontinued,DW Workshop Series Maple 14x6,14x6,wood,Ply,Maple,,MISSING,MISSING,Triple-flanged,10,medium,"shellThickness, bearingEdgeOrFallback",dw-pdp_dw-historical-discontinued_dw-workshop-series-maple-14x6_14x6_ply_maple_lacquer-natural-varies_triple-flanged_9c1dcfb5
DW / PDP,DW Historical / Discontinued,DW/Craviotto Solid Cherry 14x6.5,14x6.5,wood,Solid Shell,Cherry,,MISSING,MISSING,Triple-flanged,10,medium,"shellThickness, bearingEdgeOrFallback",dw-pdp_dw-historical-discontinued_dw-craviotto-solid-cherry-14x6-5_14x6-5_solid-shell_cherry_lacquer-natural-varies_trip_3d7e1442
DW / PDP,PDP Concept Series,Concept Black Wax Maple 10x6,10x6,wood,Ply,Maple,,MISSING,MISSING,Triple-flanged,6,medium,"shellThickness, bearingEdgeOrFallback",dw-pdp_pdp-concept-series_concept-black-wax-maple-10x6_10x6_ply_maple_black-wax-hand-applied-wax-based-sealer_triple-fla_68441786
DW / PDP,PDP Concept Series,Concept Black Wax Maple 12x6,12x6,wood,Ply,Maple,,MISSING,MISSING,Triple-flanged,6,medium,"shellThickness, bearingEdgeOrFallback",dw-pdp_pdp-concept-series_concept-black-wax-maple-12x6_12x6_ply_maple_black-wax-hand-applied-wax-based-sealer_triple-fla_aa986b89
DW / PDP,PDP Concept Series,Concept Black Wax Maple 13x5.5,13x5.5,wood,Ply,Maple,,MISSING,MISSING,Triple-flanged,8,medium,"shellThickness, bearingEdgeOrFallback",dw-pdp_pdp-concept-series_concept-black-wax-maple-13x5-5_13x5-5_ply_maple_black-wax-hand-applied-wax-based-sealer_triple_2f6ee285
DW / PDP,PDP Concept Series,Concept Black Wax Maple 13x7,13x7,wood,Ply,Maple,,MISSING,MISSING,Triple-flanged,8,medium,"shellThickness, bearingEdgeOrFallback",dw-pdp_pdp-concept-series_concept-black-wax-maple-13x7_13x7_ply_maple_black-wax-hand-applied-wax-based-sealer_triple-fla_1e1a026b
DW / PDP,PDP Concept Series,Concept Black Wax Maple 14x5.5,14x5.5,wood,Ply,Maple,,MISSING,MISSING,Triple-flanged,10,medium,"shellThickness, bearingEdgeOrFallback",dw-pdp_pdp-concept-series_concept-black-wax-maple-14x5-5_14x5-5_ply_maple_black-wax-hand-applied-wax-based-sealer_triple_9b008a0c
DW / PDP,PDP Concept Series,Concept Black Wax Maple 14x6.5,14x6.5,wood,Ply,Maple,,MISSING,MISSING,Triple-flanged,10,medium,"shellThickness, bearingEdgeOrFallback",dw-pdp_pdp-concept-series_concept-black-wax-maple-14x6-5_14x6-5_ply_maple_black-wax-hand-applied-wax-based-sealer_triple_185f847d
DW / PDP,PDP Concept Series,Concept Black Wax Maple 14x8,14x8,wood,Ply,Maple,,MISSING,MISSING,Triple-flanged,10,medium,"shellThickness, bearingEdgeOrFallback",dw-pdp_pdp-concept-series_concept-black-wax-maple-14x8_14x8_ply_maple_black-wax-hand-applied-wax-based-sealer_triple-fla_0cdf5cd6
DW / PDP,PDP Limited,PDP Ace 13x6.5,13x6.5,wood,Ply,Maple,,MISSING,MISSING,Triple-flanged,8,medium,"shellThickness, bearingEdgeOrFallback",dw-pdp_pdp-limited_pdp-ace-13x6-5_13x6-5_ply_maple_triple-flanged_f52c9b71
DW / PDP,PDP Limited,PDP Concept Limited Bubinga 14x6.5,14x6.5,wood,Ply,Bubinga,,MISSING,MISSING,Triple-flanged,8,medium,"shellThickness, bearingEdgeOrFallback",dw-pdp_pdp-limited_pdp-concept-limited-bubinga-14x6-5_14x6-5_ply_bubinga_triple-flanged_b0f83cc0
DW / PDP,PDP Limited,PDP Concept Limited Maple/Walnut 14x6.5,14x6.5,wood,Ply,Maple,Walnut,MISSING,MISSING,Triple-flanged,8,medium,"shellThickness, bearingEdgeOrFallback",dw-pdp_pdp-limited_pdp-concept-limited-maple-walnut-14x6-5_14x6-5_ply_maple_walnut_triple-flanged_f850de7b
DW / PDP,PDP Limited,PDP Concept Limited Walnut 14x6.5,14x6.5,wood,Ply,Walnut,Walnut,MISSING,MISSING,Triple-flanged,8,medium,"shellThickness, bearingEdgeOrFallback",dw-pdp_pdp-limited_pdp-concept-limited-walnut-14x6-5_14x6-5_ply_walnut_walnut_triple-flanged_5691be79
DW / PDP,PDP Limited,PDP Woody 13x7,13x7,wood,Ply,Maple,,MISSING,MISSING,Triple-flanged,8,medium,"shellThickness, bearingEdgeOrFallback",dw-pdp_pdp-limited_pdp-woody-13x7_13x7_ply_maple_triple-flanged_3845357d
DW / PDP,PDP Signature,Eric Hernandez Signature Concept Maple 14x4,14x4,wood,Ply,Maple,,MISSING,MISSING,Triple-flanged,8,medium,"shellThickness, bearingEdgeOrFallback",dw-pdp_pdp-signature_eric-hernandez-signature-concept-maple-14x4_14x4_ply_maple_triple-flanged_e301abd5
DW / PDP,Performance Series,Performance Series HVX Maple 14x5.5,14x5.5,wood,Ply,Maple,,MISSING,MISSING,True Hoop / triple-flanged,10,medium,"shellThickness, bearingEdgeOrFallback",dw-pdp_performance-series_performance-series-hvx-maple-14x5-5_14x5-5_ply_maple_lacquer_true-hoop-triple-flanged_ee472298
DW / PDP,Performance Series,Performance Series HVX Maple 14x6.5,14x6.5,wood,Ply,Maple,,MISSING,MISSING,True Hoop / triple-flanged,10,medium,"shellThickness, bearingEdgeOrFallback",dw-pdp_performance-series_performance-series-hvx-maple-14x6-5_14x6-5_ply_maple_lacquer_true-hoop-triple-flanged_7b3b34bc
DW / PDP,Performance Series,Performance Series HVX Maple 14x8,14x8,wood,Ply,Maple,,MISSING,MISSING,True Hoop / triple-flanged,10,medium,"shellThickness, bearingEdgeOrFallback",dw-pdp_performance-series_performance-series-hvx-maple-14x8_14x8_ply_maple_lacquer_true-hoop-triple-flanged_33783f76
Gretsch,Brooklyn Metal,Brooklyn Chrome-over-Brass,14x5.5,metal,Metal,Brass,,MISSING,Rolled metal edge,Gretsch 302 3mm double-flanged hoops,10,medium,shellThickness,gretsch_brooklyn-metal_brooklyn-chrome-over-brass_14x5-5_metal_brass_rolled-metal-edge_chrome-over-metal_gretsch-302-3mm_dec6311c
Gretsch,Brooklyn Metal,Brooklyn Chrome-over-Brass,14x6.5,metal,Metal,Brass,,MISSING,Rolled metal edge,Gretsch 302 3mm double-flanged hoops,10,medium,shellThickness,gretsch_brooklyn-metal_brooklyn-chrome-over-brass_14x6-5_metal_brass_rolled-metal-edge_chrome-over-metal_gretsch-302-3mm_e70207cd
Gretsch,Full Range,Full Range Aluminum,14x5.5,metal,Metal,Aluminum,,MISSING,MISSING,2.5mm triple-flanged hoops,10,medium,"shellThickness, bearingEdgeOrFallback",gretsch_full-range_full-range-aluminum_14x5-5_metal_aluminum_lacquer-plating-natural-metal_2-5mm-triple-flanged-hoops_fu_9c601cfb
Gretsch,Full Range,Full Range Brass,14x5.5,metal,Metal,Brass,,MISSING,MISSING,2.5mm triple-flanged hoops,10,medium,"shellThickness, bearingEdgeOrFallback",gretsch_full-range_full-range-brass_14x5-5_metal_brass_lacquer-plating-natural-metal_2-5mm-triple-flanged-hoops_full-ran_cb55cb6a
Gretsch,Full Range,Full Range Hammered Steel,14x6.5,metal,Metal,Steel,,MISSING,MISSING,2.5mm triple-flanged hoops,10,medium,"shellThickness, bearingEdgeOrFallback",gretsch_full-range_full-range-hammered-steel_14x6-5_metal_steel_lacquer-plating-natural-metal_2-5mm-triple-flanged-hoops_2191e92d
Gretsch,Full Range,Full Range Steel,14x5.5,metal,Metal,Steel,,MISSING,MISSING,2.5mm triple-flanged hoops,10,medium,"shellThickness, bearingEdgeOrFallback",gretsch_full-range_full-range-steel_14x5-5_metal_steel_lacquer-plating-natural-metal_2-5mm-triple-flanged-hoops_full-ran_482ef917
Gretsch,Signature,Steve Ferrone Signature Brass,14x6.5,metal,Metal,Brass,,MISSING,MISSING,Die-cast hoops,10,medium,"shellThickness, bearingEdgeOrFallback",gretsch_signature_steve-ferrone-signature-brass_14x6-5_metal_brass_black-nickel-brass_die-cast-hoops_04b2cfe6
Gretsch,USA Custom Metal,USA Aluminum,14x6.5,metal,Metal,Aluminum,,MISSING,MISSING,Die-cast hoops,10,medium,"shellThickness, bearingEdgeOrFallback",gretsch_usa-custom-metal_usa-aluminum_14x6-5_metal_aluminum_black-nickel-plated-natural-metal_die-cast-hoops_usa-aluminu_806ff632
Gretsch,USA Custom Metal,USA Bell Brass,14x6.5,metal,Metal,Bell Brass,,MISSING,MISSING,Die-cast hoops,10,medium,"shellThickness, bearingEdgeOrFallback",gretsch_usa-custom-metal_usa-bell-brass_14x6-5_metal_bell-brass_black-nickel-plated-natural-metal_die-cast-hoops_usa-bel_dfb213c8
Gretsch,USA Custom Metal,USA Brass,14x6.5,metal,Metal,Brass,,MISSING,MISSING,Die-cast hoops,10,medium,"shellThickness, bearingEdgeOrFallback",gretsch_usa-custom-metal_usa-brass_14x6-5_metal_brass_black-nickel-plated-natural-metal_die-cast-hoops_usa-brass_f0613960
Gretsch,USA Custom Metal,USA Bronze,14x6.5,metal,Metal,Bronze,,MISSING,MISSING,Die-cast hoops,10,medium,"shellThickness, bearingEdgeOrFallback",gretsch_usa-custom-metal_usa-bronze_14x6-5_metal_bronze_black-nickel-plated-natural-metal_die-cast-hoops_usa-bronze_93eb64cc
Gretsch,USA Custom Metal,USA Copper,14x6.5,metal,Metal,Copper,,MISSING,MISSING,Die-cast hoops,10,medium,"shellThickness, bearingEdgeOrFallback",gretsch_usa-custom-metal_usa-copper_14x6-5_metal_copper_black-nickel-plated-natural-metal_die-cast-hoops_usa-copper_823b497a
Gretsch,USA Custom Metal,USA Solid Steel,14x6.5,metal,Solid Shell,Steel,,MISSING,MISSING,Die-cast hoops,10,medium,"shellThickness, bearingEdgeOrFallback",gretsch_usa-custom-metal_usa-solid-steel_14x6-5_solid-shell_steel_black-nickel-plated-natural-metal_die-cast-hoops_usa-s_e2ff27f8
Gretsch,Broadkaster,Broadkaster Snare,14x5,wood,Ply,Maple,Poplar,MISSING,Reverse roundover / 30-degree family,Gretsch 302 3mm double-flanged steel hoops,10,medium,shellThickness,gretsch_broadkaster_broadkaster-snare_14x5_ply_maple_poplar_maple_reverse-roundover-30-degree-family_nitron-wrap-or-lacq_95e4fa0e
Gretsch,Broadkaster,Broadkaster Snare,14x5.5,wood,Ply,Maple,Poplar,MISSING,Reverse roundover / 30-degree family,Gretsch 302 3mm double-flanged steel hoops,10,medium,shellThickness,gretsch_broadkaster_broadkaster-snare_14x5-5_ply_maple_poplar_maple_reverse-roundover-30-degree-family_nitron-wrap-or-la_2cedbed7
Gretsch,Broadkaster,Broadkaster Snare,14x6.5,wood,Ply,Maple,Poplar,MISSING,Reverse roundover / 30-degree family,Gretsch 302 3mm double-flanged steel hoops,10,medium,shellThickness,gretsch_broadkaster_broadkaster-snare_14x6-5_ply_maple_poplar_maple_reverse-roundover-30-degree-family_nitron-wrap-or-la_85fd566d
Gretsch,Broadkaster,Broadkaster Snare,14x8,wood,Ply,Maple,Poplar,MISSING,Reverse roundover / 30-degree family,Gretsch 302 3mm double-flanged steel hoops,10,medium,shellThickness,gretsch_broadkaster_broadkaster-snare_14x8_ply_maple_poplar_maple_reverse-roundover-30-degree-family_nitron-wrap-or-lacq_e24be4f9
Gretsch,Broadkaster Vintage,Broadkaster Name Band Snare,14x5.5,wood,Ply,Maple,Poplar,MISSING,Roundover / vintage edge estimated,Stick Chopper / single-flange estimated,8,medium,shellThickness,gretsch_broadkaster-vintage_broadkaster-name-band-snare_14x5-5_ply_maple_poplar_maple_roundover-vintage-edge-estimated_p_874a429a
Gretsch,Catalina Club,Catalina Club Snare,14x5.5,wood,Ply,Mahogany / Poplar,,MISSING,30-degree / rounded family estimated,Triple-flanged hoops,8,medium,shellThickness,gretsch_catalina-club_catalina-club-snare_14x5-5_ply_mahogany-poplar_30-degree-rounded-family-estimated_wrap_triple-flan_ad22a65d
Gretsch,Catalina Maple,Catalina Maple Snare,14x5.5,wood,Ply,Maple,,MISSING,30-degree bearing edge estimated,Triple-flanged hoops,8,medium,shellThickness,gretsch_catalina-maple_catalina-maple-snare_14x5-5_ply_maple_30-degree-bearing-edge-estimated_lacquer-wrap_triple-flange_4ce38e41
Gretsch,Energy,Energy Snare,14x5.5,wood,Ply,Poplar,,MISSING,MISSING,Triple-flanged hoops,8,medium,"shellThickness, bearingEdgeOrFallback",gretsch_energy_energy-snare_14x5-5_ply_poplar_wrap_triple-flanged-hoops_49c332c4
Gretsch,Full Range,Full Range Birch,14x5.5,wood,Ply,Birch,,MISSING,30-degree bearing edge,2.5mm triple-flanged hoops,10,medium,shellThickness,gretsch_full-range_full-range-birch_14x5-5_ply_birch_30-degree-bearing-edge_lacquer-plating-natural-metal_2-5mm-triple-f_d281ba2e
Gretsch,Full Range,Full Range Birch,14x6.5,wood,Ply,Birch,,MISSING,30-degree bearing edge,2.5mm triple-flanged hoops,10,medium,shellThickness,gretsch_full-range_full-range-birch_14x6-5_ply_birch_30-degree-bearing-edge_lacquer-plating-natural-metal_2-5mm-triple-f_9c929400
Gretsch,Full Range,Full Range Maple,14x5.5,wood,Ply,Maple,,MISSING,MISSING,unknown,10,medium,"shellThickness, bearingEdgeOrFallback",gretsch_full-range_full-range-maple_14x5-5_ply_maple_lacquer-plating-natural-metal_full-range-maple_9dd6a5e4
Gretsch,Full Range,Full Range Maple,14x6.5,wood,Ply,Maple,,MISSING,MISSING,unknown,10,medium,"shellThickness, bearingEdgeOrFallback",gretsch_full-range_full-range-maple_14x6-5_ply_maple_lacquer-plating-natural-metal_full-range-maple_209d7f57
Gretsch,Full Range,Full Range Walnut,14x5.5,wood,Ply,Walnut,,MISSING,MISSING,unknown,10,medium,"shellThickness, bearingEdgeOrFallback",gretsch_full-range_full-range-walnut_14x5-5_ply_walnut_lacquer-plating-natural-metal_full-range-walnut_fd8b3405
Gretsch,Full Range,Full Range Walnut,14x6.5,wood,Ply,Walnut,,MISSING,MISSING,unknown,10,medium,"shellThickness, bearingEdgeOrFallback",gretsch_full-range_full-range-walnut_14x6-5_ply_walnut_lacquer-plating-natural-metal_full-range-walnut_5525d9ff
Gretsch,Renown,Renown Maple Snare,14x5.5,wood,Ply,Maple,,MISSING,30-degree bearing edge,Gretsch 302 double-flanged hoops,10,medium,shellThickness,gretsch_renown_renown-maple-snare_14x5-5_ply_maple_30-degree-bearing-edge_gloss-lacquer-wrap_gretsch-302-double-flanged-_ea147c9f
Gretsch,Renown,Renown Maple Snare,14x6.5,wood,Ply,Maple,,MISSING,30-degree bearing edge,Gretsch 302 double-flanged hoops,10,medium,shellThickness,gretsch_renown_renown-maple-snare_14x6-5_ply_maple_30-degree-bearing-edge_gloss-lacquer-wrap_gretsch-302-double-flanged-_429d3566
Gretsch,Round Badge,Round Badge Progressive Jazz Snare,14x5.5,wood,Ply,Maple,Gum,MISSING,30-degree bearing edge estimated,Die-cast hoops,8,medium,shellThickness,gretsch_round-badge_round-badge-progressive-jazz-snare_14x5-5_ply_maple_gum_poplar_30-degree-bearing-edge-estimated_nitr_4f605177
Gretsch,Signature,Vinnie Colaiuta Signature,14x5,wood,Ply,Maple,Gum,MISSING,MISSING,Die-cast hoops,10,medium,"shellThickness, bearingEdgeOrFallback",gretsch_signature_vinnie-colaiuta-signature_14x5_ply_maple_gum_lacquer_die-cast-hoops_af23d41d
Gretsch,Square Badge,Square Badge Snare,14x5.5,wood,Ply,Maple,Gum,MISSING,30-degree bearing edge estimated,Die-cast hoops,10,medium,shellThickness,gretsch_square-badge_square-badge-snare_14x5-5_ply_maple_gum_poplar_30-degree-bearing-edge-estimated_lacquer-wrap_die-ca_979b7848
Gretsch,Stop Sign Badge,Stop Sign Badge Snare,14x5.5,wood,Ply,Maple,Gum,MISSING,30-degree bearing edge estimated,Die-cast hoops,10,medium,shellThickness,gretsch_stop-sign-badge_stop-sign-badge-snare_14x5-5_ply_maple_gum_poplar_30-degree-bearing-edge-estimated_nitron-wrap-l_669a2eca
Gretsch,USA Custom,USA Custom Snare,14x5,wood,Ply,Maple,Gum,MISSING,30-degree bearing edge,Die-cast hoops or Gretsch 302 depending configuration,10,medium,shellThickness,gretsch_usa-custom_usa-custom-snare_14x5_ply_maple_gum_poplar_30-degree-bearing-edge_nitrocellulose-lacquer-wrap_die-cas_b7b6bae8
Gretsch,USA Custom,USA Custom Snare,14x5.5,wood,Ply,Maple,Gum,MISSING,30-degree bearing edge,Die-cast hoops or Gretsch 302 depending configuration,10,medium,shellThickness,gretsch_usa-custom_usa-custom-snare_14x5-5_ply_maple_gum_poplar_30-degree-bearing-edge_nitrocellulose-lacquer-wrap_die-c_7a6d341a
Gretsch,USA Custom,USA Custom Snare,14x6.5,wood,Ply,Maple,Gum,MISSING,30-degree bearing edge,Die-cast hoops or Gretsch 302 depending configuration,10,medium,shellThickness,gretsch_usa-custom_usa-custom-snare_14x6-5_ply_maple_gum_poplar_30-degree-bearing-edge_nitrocellulose-lacquer-wrap_die-c_3c6c37d4
Gretsch,USA Custom,USA Custom Snare,14x8,wood,Ply,Maple,Gum,MISSING,30-degree bearing edge,Die-cast hoops or Gretsch 302 depending configuration,10,medium,shellThickness,gretsch_usa-custom_usa-custom-snare_14x8_ply_maple_gum_poplar_30-degree-bearing-edge_nitrocellulose-lacquer-wrap_die-cas_6f9fdfb0
Hendrix Drums,Archetype Stave Series,Archetype Solid Stave Ash 14x6.5,14x6.5,wood,Solid Shell,Ash,,MISSING,MISSING,unknown,,medium,"shellThickness, bearingEdgeOrFallback",hendrix-drums_archetype-stave-series_archetype-solid-stave-ash-14x6-5_14x6-5_solid-shell_ash_4f56ee15
Hendrix Drums,Archetype Stave Series,Archetype Solid Stave Cherry 14x6.5,14x6.5,wood,Solid Shell,Cherry,,MISSING,MISSING,unknown,,medium,"shellThickness, bearingEdgeOrFallback",hendrix-drums_archetype-stave-series_archetype-solid-stave-cherry-14x6-5_14x6-5_solid-shell_cherry_78d01a71
Hendrix Drums,Archetype Stave Series,Archetype Solid Stave Mahogany 14x6.5,14x6.5,wood,Solid Shell,Mahogany,,MISSING,MISSING,unknown,,medium,"shellThickness, bearingEdgeOrFallback",hendrix-drums_archetype-stave-series_archetype-solid-stave-mahogany-14x6-5_14x6-5_solid-shell_mahogany_42afb1b7
Hendrix Drums,Archetype Stave Series,Archetype Solid Stave Maple 14x6.5,14x6.5,wood,Solid Shell,Maple,,MISSING,MISSING,unknown,,medium,"shellThickness, bearingEdgeOrFallback",hendrix-drums_archetype-stave-series_archetype-solid-stave-maple-14x6-5_14x6-5_solid-shell_maple_bd6aefc7
Hendrix Drums,Archetype Stave Series,Archetype Solid Stave Oak 14x6.5,14x6.5,wood,Solid Shell,Oak,,MISSING,MISSING,unknown,,medium,"shellThickness, bearingEdgeOrFallback",hendrix-drums_archetype-stave-series_archetype-solid-stave-oak-14x6-5_14x6-5_solid-shell_oak_e4f07e87
Hendrix Drums,Archetype Stave Series,Archetype Solid Stave Padauk 14x6.5,14x6.5,wood,Solid Shell,Padauk,,MISSING,MISSING,unknown,,medium,"shellThickness, bearingEdgeOrFallback",hendrix-drums_archetype-stave-series_archetype-solid-stave-padauk-14x6-5_14x6-5_solid-shell_padauk_bd9924d1
Hendrix Drums,Archetype Stave Series,Archetype Solid Stave Purpleheart 14x6.5,14x6.5,wood,Solid Shell,Purpleheart,,MISSING,MISSING,unknown,,medium,"shellThickness, bearingEdgeOrFallback",hendrix-drums_archetype-stave-series_archetype-solid-stave-purpleheart-14x6-5_14x6-5_solid-shell_purpleheart_c71d02b0
Hendrix Drums,Archetype Stave Series,Archetype Solid Stave Walnut 14x6.5,14x6.5,wood,Solid Shell,Walnut,,MISSING,MISSING,unknown,,medium,"shellThickness, bearingEdgeOrFallback",hendrix-drums_archetype-stave-series_archetype-solid-stave-walnut-14x6-5_14x6-5_solid-shell_walnut_01988229
INDe Drum Lab,Kalamazoo / Custom Metal-Wood,Kalamazoo Aluminum,14x6.5,metal,Metal,Aluminum,,MISSING,MISSING,unknown,,medium,"shellThickness, bearingEdgeOrFallback",inde-drum-lab_kalamazoo-custom-metal-wood_kalamazoo-aluminum_14x6-5_metal_aluminum_5432eb51
INDe Drum Lab,Kalamazoo / Custom Metal-Wood,Kalamazoo Brass,14x6.5,metal,Metal,Brass,,MISSING,MISSING,unknown,,medium,"shellThickness, bearingEdgeOrFallback",inde-drum-lab_kalamazoo-custom-metal-wood_kalamazoo-brass_14x6-5_metal_brass_b5ced32d
INDe Drum Lab,Kalamazoo / Custom Metal-Wood,Maple Custom,14x6.5,wood,Ply,Maple,,MISSING,MISSING,unknown,,medium,"shellThickness, bearingEdgeOrFallback",inde-drum-lab_kalamazoo-custom-metal-wood_maple-custom_14x6-5_ply_maple_dbeee215
Joyful Noise Drum Company,Custom / Reserve,Aluminum 14x6.5,14x6.5,metal,Metal,Aluminum,,MISSING,MISSING,unknown,,medium,"shellThickness, bearingEdgeOrFallback",joyful-noise-drum-company_custom-reserve_aluminum-14x6-5_14x6-5_metal_aluminum_ec1790e0
Joyful Noise Drum Company,Custom / Reserve,Beacon Bronze 14x6.5,14x6.5,metal,Metal,Bronze,,MISSING,MISSING,unknown,,medium,"shellThickness, bearingEdgeOrFallback",joyful-noise-drum-company_custom-reserve_beacon-bronze-14x6-5_14x6-5_metal_bronze_b21d31a4
